ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd_pledged_real,usd_goal_real
337668412,Radio Papesse | Art and Radio on demand,Art,Art,EUR,27/06/2016,6000,18/05/2016 07:47,7103,successful,183,IT,7909.18,6680.99
338094915,CUBILE-invisible health monitoring (Canceled),Technology,Technology,EUR,27/03/2016,130000,26/02/2016 10:09,23856.2,canceled,55,AT,27272.33,148615.59
338263316,Tiny Marb',Mobile Games,Games,EUR,26/06/2015,1350,27/05/2015 08:53,806,failed,23,FR,902.88,1512.27
338426049,Asterion- By director of FMA Brotherhood (Canceled),Animation,Film & Video,EUR,28/07/2015,135000,13/06/2015 11:55,33785,canceled,155,FR,37051.86,148053.91
338555354,EPHYRAN,Tabletop Games,Games,EUR,07/03/2017,8000,31/01/2017 13:30,460,canceled,16,FR,487.88,8484.82
338995039,Claire®: New World of Advertising,Technology,Technology,EUR,25/12/2017,50000,23/11/2017 12:51,13379,failed,13,IT,16045.43,59964.98
339001022,Smart Glass Conservation Systems for Art and Luxury,Technology,Technology,EUR,02/07/2015,50000,02/06/2015 10:05,3565,failed,32,ES,3955.7,55479.73
339375454,GIRLS by Luo Yang,Photobooks,Photography,EUR,01/10/2017,15000,09/09/2017 11:20,19061,successful,202,DE,22314.71,17560.5
339787649,Gomorraland - Diplomacy is Over,Tabletop Games,Games,EUR,01/06/2017,4500,10/05/2017 16:51,1033,canceled,22,IT,1158.72,5047.67
339893941,HTX Tree Stand - remote controller & automatic tree fixation,Gadgets,Technology,EUR,22/01/2017,30000,23/12/2016 16:01,9111,canceled,73,DE,9731.48,32043.07
339897138,"XV Academy, rugby on a boardgame",Tabletop Games,Games,EUR,16/11/2015,200000,17/10/2015 16:17,623,failed,10,FR,665.86,213759.71
340162983,The IndyGraf - What the others don't tell you,Web,Journalism,EUR,25/07/2015,35000,25/06/2015 17:31,8913,failed,113,IT,9774.85,38384.35
340635155,Replidanz Debut Album - Let it happen (Canceled),Electronic Music,Music,EUR,23/07/2015,4030,22/06/2015 17:50,728,canceled,23,ES,796.36,4408.42
340676874,Halloween Hellraisers - 2 teams for Fantasy Football,Tabletop Games,Games,EUR,06/11/2017,3000,13/10/2017 17:01,8598,successful,84,IT,10020.16,3496.22
340787502,chamelyo - The world's first Color Changing Skirt,Ready-to-wear,Fashion,EUR,04/01/2016,50000,17/11/2015 17:02,4831,failed,87,NL,5246.92,54304.74
340868184,"Mauser Earth, Skirmish game: War for Paris",Tabletop Games,Games,EUR,15/08/2016,12500,16/07/2016 16:59,8231.5,canceled,97,FR,9323.04,14157.57
340959437,1 HEART 1 TREE - Act with art,Digital Art,Art,EUR,30/06/2015,62000,27/05/2015 06:00,62854,successful,946,FR,69742.46,68794.87
340996551,Ripcord - The plug 'n play anywhere USB power cable,Hardware,Technology,EUR,05/06/2016,25000,06/05/2016 14:25,28272.8,successful,688,IE,31959.67,28260.08
341198540,Linus und der Weihnachtszauber,Children's Books,Publishing,EUR,15/10/2016,10000,02/09/2016 16:49,1544,failed,25,DE,1680.8,10886.01
341251074,Kypski Live,Music Videos,Film & Video,EUR,31/05/2016,1500,11/04/2016 13:27,1650,successful,28,NL,1840.41,1673.1
341643914,The woman in the mask,Fiction,Publishing,EUR,05/05/2016,7000,04/04/2016 10:07,7060,successful,83,NL,8067.47,7998.9
343555783,Madness Fantasy,Video Games,Games,EUR,29/08/2015,60000,30/06/2015 20:52,143,failed,10,IT,159.27,66827.8
343879105,"Everything Is Better ""With Ice Cream"".",Product Design,Design,EUR,06/09/2016,42000,02/08/2016 20:27,3056,failed,73,IE,3443.5,47325.54
343961576,Gamingvisor: VR Headset for pc and console (Canceled),Gaming Hardware,Games,EUR,10/07/2016,50000,11/05/2016 10:04,26335,canceled,78,IT,29305.72,55640.25
344311003,"LASERFIX, le perçage réussi",DIY Electronics,Technology,EUR,11/03/2017,15000,25/01/2017 10:11,1542,failed,17,FR,1655.64,16105.48
344327148,ungemuetlich/raw,Photobooks,Photography,EUR,03/10/2015,3000,20/08/2015 00:05,1278,failed,20,DE,1452.06,3408.59
344327406,Epic Little Battle - The Battle Card Game for everyone!,Tabletop Games,Games,EUR,24/09/2016,10000,24/08/2016 18:21,230,canceled,10,DE,256.7,11160.96
344407855,Hidden Love Letters,Video Games,Games,EUR,10/11/2017,500,10/10/2017 10:03,723,successful,106,FR,842.59,582.7
344908856,Hard Denim Sunglasses,Accessories,Fashion,EUR,31/05/2016,5200,01/04/2016 22:33,5386,successful,62,ES,6007.54,5800.08
345300375,"""Flow"" album release in VINYL",Electronic Music,Music,EUR,03/04/2017,2000,14/03/2017 20:09,2032,successful,41,DE,2160.02,2126.01
345378247,HUE,Performance Art,Art,EUR,22/08/2015,10000,23/07/2015 23:59,10216,successful,167,DE,11511.38,11267.99
345817330,SInfinityAll - Levitating Wireless Speakers,Sound,Technology,EUR,29/05/2017,17500,09/05/2017 00:10,17121,suspended,51,ES,19204.71,19629.84
345872072,At the Mountains of Madness Game,Video Games,Games,EUR,27/07/2015,5000,27/06/2015 14:53,562,failed,35,ES,616.34,5483.48
346011272,"Green Lodge Glamping at Nusa Lembongan, Bali",Architecture,Design,EUR,02/04/2017,25000,03/03/2017 08:18,28889,successful,40,DE,30709.13,26575.11
347711507,Paradi Skateboards,Woodworking,Crafts,EUR,05/08/2016,12000,06/07/2016 11:47,13281,successful,93,FR,14816.26,13387.18
347953910,Oris Playing Cards Limited Edition,Playing Cards,Games,EUR,21/01/2018,10200,18/12/2017 20:53,13142,live,302,IT,15950.38,12379.69
348062125,Beijing Rebels,Documentary,Film & Video,EUR,16/11/2015,8500,17/10/2015 15:25,8908,successful,42,NL,9520.86,9084.79
348437243,GoTravly:the gummy travel case for your Gopro® and XiaomiYi®,Product Design,Design,EUR,29/12/2017,1500,16/11/2017 16:32,1690,successful,42,IT,2026.82,1798.95
348758268,OTICKS - Your Ticket to a World of Events (Canceled),Web,Technology,EUR,29/06/2016,500000,29/05/2016 12:25,7895,canceled,145,DE,8791.07,556749.47
349302180,Santa CHAOS - Magnetic modular miniatures Fantasy Football,Tabletop Games,Games,EUR,03/01/2018,3000,08/12/2017 18:12,3367,live,30,IT,4055.55,3613.5
349444257,Pantheon of Chaos - Chapter two,Tabletop Games,Games,EUR,03/07/2017,5000,06/06/2017 22:12,16691,successful,239,ES,19047.78,5706
349866913,Het Nieuwsgierige Vosje,Children's Books,Publishing,EUR,28/03/2015,500,07/03/2015 23:00,546,successful,26,NL,591.32,541.5
349907934,Garden State Candles,Candles,Crafts,EUR,31/05/2017,3000,19/04/2017 21:30,3650,successful,30,DE,4094.22,3365.11
350999319,Help Experience to be available in every country !,Web,Technology,EUR,12/04/2016,16000,09/03/2016 22:24,344,canceled,21,FR,388.17,18054.41
351345087,Alien Invasion!,Tabletop Games,Games,EUR,22/06/2017,300,07/06/2017 20:00,1135,successful,48,FR,1268.14,335.19
351366113,Edo – Life-sized cardboard bricks for giant fun.,Interactive Design,Design,EUR,11/10/2016,28000,06/09/2016 12:40,39144.6,successful,452,IT,43066.68,30805.45
351391715,La Fayette : a French show that alives the past,Performances,Dance,EUR,29/05/2017,5000,23/04/2017 21:19,5132,successful,31,FR,5756.59,5608.52
351562910,Pumpkin Seed Oil: Nature's Green Gold,Food,Food,EUR,19/11/2016,2000,29/10/2016 00:27,2556,successful,23,AT,2707.31,2118.4
351596019,"IRP-102 multi-function ""Hat Board"" for Raspberry PI.",DIY Electronics,Technology,EUR,31/03/2016,4500,22/02/2016 15:59,5491,successful,88,ES,6277.29,5144.39
351768371,Black Roses Playing Cards,Playing Cards,Games,EUR,25/09/2017,4800,26/08/2017 19:57,12149,successful,193,DE,14343.06,5666.86
352886513,War of Wonders miniature game - Superheroes fighting in WWII,Tabletop Games,Games,EUR,05/06/2015,4500,06/05/2015 22:00,4621,successful,69,NL,5183.86,5048.13
353013964,"""Baile del chontaduro"", Amazon",Documentary,Film & Video,EUR,03/08/2015,3500,04/06/2015 20:38,3550,successful,8,DE,3884.07,3829.36
353337505,The HEIMPLANET MOTION Series Active Backpacks,Product Design,Design,EUR,15/12/2016,20000,15/11/2016 10:41,105406,successful,799,DE,110032.88,20877.92
353782666,Series Makers,Video Games,Games,EUR,22/11/2016,4750,18/10/2016 16:39,110,canceled,12,DE,116.51,5031.19
354215322,Sound of Khorasun ? A featured Iranian music documentary,Documentary,Film & Video,EUR,13/08/2016,3000,05/07/2016 11:41,1045,failed,35,FR,1183.57,3397.82
355235395,Why Theatre,Spaces,Theater,EUR,21/07/2015,4200,08/06/2015 09:09,4230,successful,41,FR,4627.2,4594.38
355338838,Trouble in Christmas Town,Mobile Games,Games,EUR,01/11/2016,6400,14/10/2016 04:35,369,canceled,10,DE,409.33,7099.52
355433650,Experience the Cotton of Gods- Cotton Soft & Shiny as Silk,Apparel,Fashion,EUR,06/06/2016,9500,07/04/2016 19:58,1293,canceled,25,IT,1461.61,10738.83
355634189,LEROUXWEAR. The Hooded Sweatshirt for Urban Riders,Apparel,Fashion,EUR,16/10/2015,20000,15/09/2015 19:59,9108,failed,101,ES,10346.71,22720.04
355808712,L'Adaptation,Shorts,Film & Video,EUR,16/01/2016,5000,17/12/2015 21:16,5133,successful,92,IT,5547.75,5404
355911884,"Andrés de Jerez ""Arañando el alma"", le disque d'une vie",World Music,Music,EUR,31/05/2017,2889,01/05/2017 14:37,4002,successful,69,FR,4489.06,3240.61
355958309,World Of Mo: A 3D player puzzle-platform game in space,Video Games,Games,EUR,13/01/2016,15000,14/12/2015 04:01,215,failed,41,BE,234.65,16371.08
356063900,Masters of Football,Tabletop Games,Games,EUR,03/07/2015,25000,03/06/2015 01:59,25371,successful,150,IE,28151.53,27739.87
356202833,Avorion - Journey to the Center of the Galaxy,Video Games,Games,EUR,13/05/2016,15000,13/04/2016 11:41,16725.23,successful,497,DE,18979.85,17022.05
356235977,*The SnowFlake Bag* the first of its kind little leather bag,Accessories,Fashion,EUR,01/02/2016,1000,09/01/2016 18:16,456,failed,6,IT,510.81,1120.2
356478551,Le Petit Poison - Art Collection. Limited edition,Illustration,Art,EUR,16/06/2017,6000,17/05/2017 10:33,335,failed,9,DE,374.09,6700.17
356508757,recSMART - The First Connected & Social Dashcam,Hardware,Technology,EUR,20/03/2016,100000,19/02/2016 17:42,60502,failed,98,FR,67483.88,111539.92
356617570,Immersit - Awesome Motion & Vibration Device Under Your Sofa,Technology,Technology,EUR,16/03/2016,85000,10/02/2016 17:53,142252,successful,268,FR,160446.65,95871.87
356635153,PRESSURE,Documentary,Film & Video,EUR,20/03/2016,3100,29/02/2016 20:16,3563,successful,62,ES,3974.17,3457.74
357018032,Lady Mechanica - Tesla's legacy,Games,Games,EUR,27/07/2017,5500,07/07/2017 10:38,24329.5,successful,260,IT,28535.99,6450.93
357342705,The Kyokushin Way: Karate Manga,Comic Books,Comics,EUR,06/08/2017,20000,28/06/2017 18:49,1761,failed,60,DE,2071.81,23529.97
357435157,awe presenta: Samsara Volume 2,Webcomics,Comics,EUR,03/05/2017,500,03/04/2017 10:30,647,successful,35,IT,709.17,548.05
357557707,Latitude: moda sostenible made in Galicia,Apparel,Fashion,EUR,18/03/2016,175000,20/02/2016 04:14,48952.87,failed,526,ES,55214.16,197383.26
357727293,HTTP-SS - A brand new faster Internet Protocol,Web,Technology,EUR,24/11/2016,220000,25/10/2016 10:39,482,failed,12,DE,510.53,233023.69
357909418,Spinnortality: a cyberpunk management game,Video Games,Games,EUR,13/12/2017,10000,13/11/2017 09:38,14082,successful,812,AT,16625.15,11805.96
358851057,Goliath - 16 hands in one,Gadgets,Technology,EUR,03/05/2017,2500,03/04/2017 16:02,3128,successful,48,NL,3428.58,2740.24
359132051,QWARKS,Tabletop Games,Games,EUR,05/05/2017,1500,11/04/2017 19:01,6709,successful,457,FR,7353.7,1644.14
359431032,The Chapel on the Cliffs - A Horror Module for Pathfinder,Games,Games,EUR,01/12/2017,750,31/10/2017 23:07,1065,successful,58,FR,1265.75,891.37
359504302,Beyond the Label,Documentary,Film & Video,EUR,12/01/2018,30000,13/12/2017 10:04,5274,live,76,NL,6401.03,36410.86
359517992,Mr Mentor - The only language learning App you'll ever need!,Apps,Technology,EUR,09/07/2016,30000,09/06/2016 06:59,1475,failed,21,BE,1641.39,33384.15
359865220,Drained Brains: the first game that makes you more effective,Apps,Technology,EUR,26/11/2015,6000,27/10/2015 18:17,1079,failed,33,FR,1141.58,6348
359973103,Escape the Boardgame 2nd Edition : Rebellion and Revolution,Tabletop Games,Games,EUR,03/08/2017,15000,20/07/2017 20:04,35331,successful,381,FR,41930.93,17802.04
360483438,I Print Pineapples,Mixed Media,Art,EUR,26/08/2015,1500,27/07/2015 19:09,1363,failed,19,DE,1535.83,1690.2
360547201,Screaming Martyr Luxury Leather Goods & Apparel,Accessories,Fashion,EUR,22/01/2018,15000,23/12/2017 20:42,828,live,8,IE,1004.94,18205.43
360570468,Samhain,Tabletop Games,Games,EUR,23/06/2017,3000,24/05/2017 16:47,28706.04,successful,1972,IT,32073.43,3351.92
360890847,"C-way, the first plug & play wearable gps locator for kids",Gadgets,Technology,EUR,19/10/2015,100000,09/09/2015 10:36,11291,failed,47,FR,12514.96,110840.17
361381534,Adopt an Olive Tree: Hvar Island Croatia,Small Batch,Food,EUR,11/12/2017,20000,06/11/2017 00:21,11406,failed,43,AT,13465.87,23611.91
361393782,SIMBRO Inline Skating Brake,Technology,Technology,EUR,07/01/2018,19500,20/11/2017 20:42,516,live,11,AT,626.27,23667.06
361685885,DIEWALD.WATCH - The Seahorse 200m Divers Watch (REVISED),Product Design,Design,EUR,24/10/2017,15000,03/10/2017 00:30,16814,successful,79,AT,19512.59,17407.45
362155139,Miserere: Batsheba & King David Retold,Shorts,Film & Video,EUR,08/10/2017,6600,17/09/2017 20:01,6681,successful,25,DE,7890.26,7794.6
362373968,HEY: a revolutionary bracelet that sends touch over distance,Wearables,Technology,EUR,23/03/2017,125000,13/02/2017 18:50,148839,successful,1553,NL,160820.1,135062.13
362530477,THE WORLD'S FIRST WATERPROOF SCARF WITH MAGNETIC CLOSURE,Design,Design,EUR,07/11/2017,13000,18/09/2017 16:57,405,failed,7,FR,471.99,15150.28
363723328,POSTER COLOR GUIDE FOR EVERYONE,Design,Design,EUR,14/03/2016,200,17/02/2016 22:51,1066,successful,28,DE,1202.35,225.58
363792282,"""Le Bureau Connecté"" par Martin-Lecomte Mobilier Connecté",Hardware,Technology,EUR,06/12/2015,8000,27/10/2015 19:44,8181,successful,22,FR,8958.21,8760.02
364119582,Gang Up! A criminally fun card game!,Tabletop Games,Games,EUR,12/02/2015,6500,07/01/2015 23:10,15058,successful,495,NL,17137.46,7397.63
364447127,PHP CONTROLLER your IoT development platform easy to program,DIY Electronics,Technology,EUR,24/03/2017,3600,22/02/2017 15:56,732,failed,10,IT,790.92,3889.79
364756856,TOP,Shorts,Film & Video,EUR,13/12/2015,3000,14/10/2015 16:02,3174,successful,60,FR,3439.35,3250.8
365446928,Amplio: Bamboo iPhone amplifier inspired by retro Radios,Product Design,Design,EUR,29/12/2015,10000,17/11/2015 09:51,3662,canceled,56,NL,3986.81,10886.96
365853646,KONTEMPORARY SOUND SYSTEM,Shorts,Film & Video,EUR,06/03/2016,6500,10/02/2016 16:32,6600,successful,91,FR,7319.43,7208.53
365955263,Thrash'n Roll board game,Tabletop Games,Games,EUR,29/06/2015,20000,30/05/2015 04:36,23363,successful,458,NL,25923.46,22191.89
365987045,Suerzu - Coolest Pocket T-shirt in Cork - Vegan Leather,Apparel,Fashion,EUR,03/06/2017,10000,03/05/2017 22:57,256,failed,7,IT,286.11,11176.06
366166849,Fórmula uc3m,Technology,Technology,EUR,19/06/2016,3000,06/06/2016 17:45,3465,successful,58,ES,3834.36,3319.8
366371941,"Zoology, the Pokedex for real animals",Apps,Technology,EUR,16/05/2015,11500,06/04/2015 20:25,210,failed,10,NL,234.44,12838.55
366396965,"EP Production of ""Unplanbar""",Rock,Music,EUR,21/12/2015,450,08/11/2015 20:31,586,successful,30,DE,641.5,492.62
366412017,Enluminated Bike Rims - GlowGarage Bundle Forest Green,Hardware,Technology,EUR,23/12/2015,10000,23/11/2015 23:49,545,failed,12,DE,596.61,10947.03
367168138,The Opera di Firenze presents: Opera for Everybody,Theater,Theater,EUR,15/07/2016,300000,31/05/2016 14:03,322202,successful,426,IT,358548.01,333841.51
367237799,Oilfield,Tabletop Games,Games,EUR,23/06/2016,5000,31/05/2016 10:49,6832,successful,151,ES,7560.28,5532.99
367347987,Chronotopia - A Dark Fairytale Visual Novel,Video Games,Games,EUR,28/10/2016,13600,28/09/2016 12:56,13823,successful,224,FR,15097.53,14853.97
367382548,100 Original Papercut(t) Artworks,Mixed Media,Art,EUR,16/03/2017,900,31/01/2017 00:17,1237,successful,47,IT,1328.17,966.33
367389651,berlin1000 MobileDock with Power Supply for MacBook,Hardware,Technology,EUR,16/06/2016,166000,17/05/2016 09:51,1142,failed,10,DE,1285.21,186817.02
367445085,"The world's best Sports, Travel and Outdoor Jacket",Product Design,Design,EUR,24/01/2018,30000,11/12/2017 16:05,108207,live,295,AT,131330.33,36410.86
367707833,Apparel Paris | The app that dresses you with your closet,Apps,Technology,EUR,09/12/2016,75000,09/11/2016 09:47,4041,failed,35,FR,4266.89,79192.45
367764829,La route sans fin,Zines,Publishing,EUR,01/02/2016,14,02/01/2016 10:57,318,successful,21,FR,356.22,15.68
367979705,The Syrian Spillover,Documentary,Film & Video,EUR,20/10/2015,8500,18/09/2015 11:20,1861,failed,31,BE,2062.74,9421.41
368536977,Routerhino - Keep Your Kids Safe Online!,Technology,Technology,EUR,01/04/2017,40000,02/03/2017 08:17,5509,failed,40,IT,5856.09,42520.17
368626310,OrkDugOut Fantasy Football Ork Display,Games,Games,EUR,30/12/2017,250,11/11/2017 00:10,1481,successful,28,IT,1783.86,301.13
368835290,Egloo - Candle powered heater,Product Design,Design,EUR,23/03/2017,5000,21/02/2017 16:20,7459,successful,87,IT,8059.43,5402.49
368979702,Magazine Estate 2017,Print,Journalism,EUR,30/06/2017,4500,31/05/2017 23:02,510,failed,28,IT,582.01,5135.4
369094761,FreeFullPDF: search engine for free scientific publication,Web,Technology,EUR,31/10/2015,20000,01/09/2015 15:07,159,failed,20,FR,172.74,21728.03
369433583,GLXY Bracelets - Take the Solar-System with you!,Product Design,Design,EUR,03/10/2017,500,19/08/2017 00:47,3382,successful,95,DE,3959.31,585.35
369442117,#SAVETHEDREAM - MUSABA,Art,Art,EUR,27/10/2017,15000,28/08/2017 15:13,595,failed,20,IT,690.5,17407.45
369499129,DARK AGENT : An innovative spy boardgame for 1 to 6 players,Tabletop Games,Games,EUR,11/03/2017,25000,09/02/2017 23:15,5636,canceled,122,FR,6051.37,26842.47
370335051,Fully customizable ladies' sandals that change with you,Footwear,Fashion,EUR,24/08/2015,10000,22/07/2015 07:04,2070,canceled,30,ES,2332.47,11267.99
370335818,I play dead Celebrities,Playing Cards,Games,EUR,10/12/2017,2000,05/11/2017 18:13,2040,successful,31,DE,2408.42,2361.19
370448377,The Grand Painting of Penguins,Painting,Art,EUR,29/12/2017,2500,07/11/2017 14:02,3605,successful,69,NL,4323.48,2998.25
370535907,The wooden toy cars,Product Design,Design,EUR,25/02/2016,2000,26/01/2016 17:05,285,failed,13,IT,313.67,2201.19
370547306,QOLLEZIONE collecting redesigned traditions,Ready-to-wear,Fashion,EUR,01/05/2017,3000,01/04/2017 17:03,377,failed,6,IT,413.23,3288.28
371077430,CHHAYA Madrid. Handmade Indian Ballerina Shoes.,Footwear,Fashion,EUR,02/11/2016,10000,03/10/2016 16:56,3823,canceled,44,DE,4240.85,11092.99
371200323,Datación por C14 de pieza de madera antigua egipcia,Journalism,Journalism,EUR,26/06/2016,800,11/06/2016 08:56,1070,successful,22,ES,1191.44,890.8
371299947,iSwift - Objective-C to Swift converter,Software,Technology,EUR,10/10/2015,15000,10/09/2015 14:44,376,failed,8,ES,427.14,17040.03
371564959,TTshirt,Apparel,Fashion,EUR,21/05/2016,10000,21/04/2016 00:25,311,failed,9,NL,347.32,11167.94
372544706,Beyond the Barrier - An RPG web series,Fantasy,Film & Video,EUR,04/06/2015,4000,05/05/2015 22:22,870,failed,14,NL,975.97,4487.22
372617875,The Brutos Orc - Roll Jordan - Royal Fantasy Football,Tabletop Games,Games,EUR,23/09/2016,4500,25/08/2016 20:58,3001,canceled,43,IT,3365.33,5046.31
372639527,Sugarplum Suicide Album Fund,Music,Music,EUR,07/05/2017,500,07/04/2017 21:48,619,successful,29,IE,673.22,543.8
372643253,CSW: ARMOURED WARFARE II,Tabletop Games,Games,EUR,07/03/2017,500,20/02/2017 21:59,810,successful,12,ES,859.09,530.3
373044148,Tritt einer neuen Community bei..,Apps,Technology,EUR,29/10/2015,2900,24/09/2015 06:06,214,failed,8,DE,235.76,3194.92
373197568,Fanhunter: Urban Warfare (Canceled),Tabletop Games,Games,EUR,12/03/2016,30000,17/02/2016 17:00,24297.52,canceled,310,ES,27405.28,33837.13
373304343,Disobey - Revolt Simulator,Video Games,Games,EUR,20/06/2016,60000,18/05/2016 22:23,1464,failed,42,IT,1620.06,66395.92
373680086,"Degler Calendar 2017: ""Made in Italy""",Photography,Photography,EUR,02/12/2016,4000,02/11/2016 16:19,1071,failed,10,ES,1139.76,4256.81
373738438,FORCE & HONNEUR,Shorts,Film & Video,EUR,18/01/2016,3000,09/12/2015 18:37,4165,successful,125,FR,4501.53,3242.4
373920995,ASYLUM : The Alderney case - First act,Tabletop Games,Games,EUR,05/12/2015,15000,05/11/2015 22:01,7216,failed,78,FR,7901.54,16425.04
374125596,Tomb Raider Legacy,Action,Film & Video,EUR,21/09/2017,3000,22/08/2017 16:25,195,failed,8,NL,233.24,3588.3
374337951,DANVER BAG - Your packable customized bag. Italian Design!,Product Design,Design,EUR,23/09/2016,3000,24/08/2016 12:06,3184,successful,29,IT,3570.55,3364.21
374381926,"Let's press ""Baïkonour"" on vinyl !",Pop,Music,EUR,07/07/2017,4000,07/06/2017 17:58,2733,failed,69,FR,3118.9,4564.8
374719441,TAROT4ALL - Real Tarot cards recognition,Playing Cards,Games,EUR,01/06/2017,9000,17/04/2017 19:48,1197,failed,73,ES,1342.68,10095.34
374783134,Songs for Jackson Pollock,Music,Music,EUR,25/11/2017,5500,16/10/2017 17:02,5695,successful,59,IE,6768.48,6536.72
375296147,SYNTHETIK,Video Games,Games,EUR,26/09/2016,15000,25/08/2016 08:29,2004,canceled,92,DE,2236.66,16741.45
375316011,THE FOURTH WORLD,Graphic Novels,Comics,EUR,26/10/2016,4500,26/09/2016 11:08,1027,failed,8,IT,1121.69,4914.92
375474964,"Transit festival 2017: The Wire, Jasper Vanpaemel",Classical Music,Music,EUR,21/10/2017,1200,17/09/2017 19:56,1225,successful,16,BE,1421.61,1392.6
375542232,"L'ATELIER ""KI"" & CO ( projet de coworking )",Interactive Design,Design,EUR,15/09/2015,1700,26/08/2015 10:00,1845,successful,35,FR,2106.81,1941.24
375613695,ONE AWESOME LOUSY T-SHIRT,Graphic Design,Design,EUR,15/11/2016,10000,16/10/2016 18:17,502,failed,11,DE,533.58,10629.03
376341261,Weon Glasses Selfie: The first sunglasses with selfie button,Product Design,Design,EUR,17/08/2016,40000,13/07/2016 10:59,3533,canceled,82,ES,4001.5,45304.22
376426091,Vel - stylish wooden cardholder!,Design,Design,EUR,14/09/2015,1000,20/08/2015 10:50,580,failed,19,DE,662.3,1141.9
376548233,B A R C E L O N A  poster,Graphic Design,Design,EUR,15/10/2015,1800,15/09/2015 15:01,306,failed,15,ES,347.62,2044.8
376865878,Noah - Print It EveryWhere (Canceled),3D Printing,Technology,EUR,17/02/2016,45000,18/01/2016 09:56,3334,canceled,17,IT,3699.39,49931.76
377428917,1123 HARD TO BELIEVE FACTS,Nonfiction,Publishing,EUR,03/07/2016,2165,24/05/2016 21:16,2186.7,successful,93,LU,2420.68,2396.66
377776348,"Kickstarter Gold: DAS SNEAKER, from ATHEIST Shoes",Footwear,Fashion,EUR,01/08/2017,13000,20/06/2017 16:36,117601,successful,472,DE,139569.19,15428.44
377827536,LENKR | Minimalist walnut bike handlebars.,Product Design,Design,EUR,21/04/2016,18500,17/03/2016 14:00,7069,failed,92,DE,7961.84,20836.62
377863014,YUSCALE – Diet and Diabetes Support 4.0,Gadgets,Technology,EUR,26/06/2015,60000,12/05/2015 08:26,1080,failed,16,DE,1209.81,67211.83
378181109,tiny & Tall: Gleipnir,Video Games,Games,EUR,08/10/2015,8000,08/09/2015 09:03,6817,failed,268,FR,7745.45,9089.57
378204339,globio #Jacky | probably world's most clever alarm device,Gadgets,Technology,EUR,23/12/2017,2500,23/11/2017 18:29,4462,successful,66,DE,5351.27,2998.25
378472508,Just Button: A Really Small & Satisfying Fidget Toy,Product Design,Design,EUR,23/11/2017,5000,09/10/2017 16:27,1198,failed,93,NL,1422.87,5938.52
378887824,New Dawn,Video Games,Games,EUR,17/02/2017,70000,13/01/2017 19:52,3110,canceled,78,IT,3312.14,74549.77
379427765,phonoskope`s (Alternative Rock) erste EP,Rock,Music,EUR,09/10/2016,1500,09/09/2016 19:59,452,failed,12,DE,497.29,1650.29
379473710,"Hoziak Paris: Designer womenswear, without the Markup.",Fashion,Fashion,EUR,15/07/2017,10000,15/06/2017 14:12,2751,failed,13,FR,3202.71,11641.99
379505379,TapDock | Ultimate Smartphone / Tablet / eBook MOUNT & DOCK,Technology,Technology,EUR,20/03/2017,2500,25/01/2017 12:43,6539,successful,216,BE,7065.37,2701.24
379677482,Fico - The World's 1st Finger Condom for your Everyday Life,Product Design,Design,EUR,02/12/2015,1600,02/11/2015 22:59,116,failed,11,FR,126.46,1744.33
379983413,Someone who will watch over me,Theater,Theater,EUR,20/07/2017,800,23/06/2017 19:07,800,successful,13,IE,931.36,931.36
380282898,Kids Playmat of Dublin City,Crafts,Crafts,EUR,23/03/2017,8500,28/02/2017 15:26,905,failed,16,IE,977.85,9184.22
380290014,Focus: The First Multi-material Portable 3D Printer,3D Printing,Technology,EUR,13/06/2015,50000,20/05/2015 18:01,19702,failed,31,NL,22261.39,56495.26
380629724,True Sicilian BlackBee Honey (Relaunch),Food,Food,EUR,25/05/2017,6000,26/03/2017 22:54,6032.7,successful,65,IT,6754.18,6717.57
380723116,CE Messenger Bag,Fashion,Fashion,EUR,16/12/2015,3400,16/11/2015 09:32,3420,successful,30,AT,3705.91,3684.24
380732109,"ONEDOCK for all Smartphones, Tablets and even Apple Watch",Product Design,Design,EUR,10/08/2015,59850,19/06/2015 18:23,12534,failed,186,DE,14001.65,66858.06
380788959,Partage ta Vache #2 : Aberdeen Angus du Domaine de Graux,Farms,Food,EUR,26/12/2015,2000,21/12/2015 16:53,1008,failed,6,BE,1097.41,2177.39
380824310,Gotta Get Going: Steam Smugglers VR,Video Games,Games,EUR,03/01/2018,20000,04/12/2017 16:49,1770,live,35,ES,2131.97,24090
380995085,Wyvern VR,Software,Technology,EUR,18/01/2017,5000,19/12/2016 22:37,261,failed,14,ES,277.49,5315.98
381466537,Mr. Coleman | Camisas de Caballero (Gentleman Shirts),Apparel,Fashion,EUR,25/11/2016,7000,28/10/2016 12:04,537,failed,13,ES,568.79,7414.39
381681757,Hector - Your digital samaritan | Le cube connecté,Gadgets,Technology,EUR,30/08/2015,8000,01/07/2015 12:54,12667,successful,221,FR,14108.46,8910.37
381694475,Bendito Machine VI - The Final Episode,Animation,Film & Video,EUR,13/05/2016,16000,13/04/2016 19:30,17019,successful,195,ES,19313.22,18156.85
381909326,INSTINCT SPORTSWEAR - The ocean waste line,Apparel,Fashion,EUR,26/10/2017,20000,26/09/2017 15:15,1376,failed,32,DE,1596.84,23209.93
